PMID,PMCID,DOI,Title,Authors,Year,Journal,Volume,Issue,Pages,Abstract
30510991,PMC6260395,10.1016/j.jcmgh.2018.08.009,Disruption of FOXP3-EZH2 Interaction Represents a Pathobiological Mechanism in Intestinal Inflammation.,"Bamidele AO, Svingen PA, Sagstetter MR, Sarmento OF, Gonzalez M, Braga Neto MB, Kugathasan S, Lomberk G, Urrutia RA, Faubion WA",2019,Cell Mol Gastroenterol Hepatol,7,1,55-71,"BACKGROUND & AIMS: Forkhead box protein 3 (FOXP3)+ regulatory T cell (Treg) dysfunction is associated with autoimmune diseases; however, the mechanisms responsible for inflammatory bowel disease pathophysiology are poorly understood. Here, we tested the hypothesis that a physical interaction between transcription factor FOXP3 and the epigenetic enzyme enhancer of zeste homolog 2 (EZH2) is essential for gene co-repressive function.
METHODS: Human FOXP3 mutations clinically relevant to intestinal inflammation were generated by site-directed mutagenesis. T lymphocytes were isolated from mice, human blood, and lamina propria of Crohn's disease (CD) patients and non-CD controls. We performed proximity ligation or a co-immunoprecipitation assay in FOXP3-mutant+, interleukin 6 (IL6)-treated or CD-CD4+ T cells to assess FOXP3-EZH2 protein interaction. We studied IL2 promoter activity and chromatin state of the interferon γ locus via luciferase reporter and chromatin-immunoprecipitation assays, respectively, in cells expressing FOXP3 mutants.
RESULTS: EZH2 binding was abrogated by inflammatory bowel disease-associated FOXP3 cysteine 232 (C232) mutation. The C232 mutant showed impaired repression of IL2 and diminished EZH2-mediated trimethylation of histone 3 at lysine 27 on interferon γ, indicative of compromised Treg physiologic function. Generalizing this mechanism, IL6 impaired FOXP3-EZH2 interaction. IL6-induced effects were reversed by Janus kinase 1/2 inhibition. In lamina propria-derived CD4+T cells from CD patients, we observed decreased FOXP3-EZH2 interaction.
CONCLUSIONS: FOXP3-C232 mutation disrupts EZH2 recruitment and gene co-repressive function. The proinflammatory cytokine IL6 abrogates FOXP3-EZH2 interaction. Studies in lesion-derived CD4+ T cells have shown that reduced FOXP3-EZH2 interaction is a molecular feature of CD patients. Destabilized FOXP3-EZH2 protein interaction via diverse mechanisms and consequent Treg abnormality may drive gastrointestinal inflammation."
37924094,PMC10623882,10.1186/s12964-023-01319-6,BRD4/nuclear PD-L1/RelB circuit is involved in the stemness of breast cancer cells.,"Kim SL, Choi HS, Lee DS",2023,Cell Commun Signal,21,1,315,"BACKGROUND: Breast cancer (BC) is the most common cancer diagnosed in women worldwide. BC stem cells (BCSCs) have been known to be involved in the carcinogenesis of the breast and contribute to therapeutic resistance. The programmed death-ligand 1 (PD-L1) expression of BC correlated with a poor prognosis. Immunotherapies that target PD-L1 have great potential and have been successful when applied to cancer treatment. However, whether PD-L1 regulates BCSC formation is unknown.
METHODS: BCSCs were enriched by serum-free suspension culture. The properties of BCSCs were examined by mammosphere formation assay, CD44+/Cd24-, aldehyde dehydrogenase (ALDH) assay, CSC marker analysis, and mammosphere growth assay. To elucidate the functions of bromodomain-containing protein 4 (BRD4), nuclear PD-L1, and RelB proteins in the stemness of BCSCs, mammosphere formation was examined using BRD4 inhibitor and degrader, PD-L1 degrader, and RelB inhibitor. The antitumor function of 3',4',7,8-tetrahydroxyflavone (THF), a specific BRD4 inhibitor, was studied through in vivo tumor model and mouse studies, and the protein levels of c-Myc, PD-L1, and RelB were examined in tumor model under THF treatment.
RESULTS: BRD4 was upregulated in breast CSCs and regulates the stemness of BCs. The downregulation of BRD4 using BRD4 PROTAC, ARV-825, and BRD4 inhibitor, (+)-JQ1, inhibits mammosphere formation and reduces the levels of breast CSC markers (CD44+/CD24- and ALDH1), stem cell marker genes, and mammosphere growth. BRD4 inhibitor (JQ1) and degrader (ARV825) downregulate membrane and nuclear fractions of PD-L1 through the inhibition of PD-L1 transcript levels. The knockdown of PD-L1 inhibits mammosphere formation. Verteporfin, a PD-L1 degrader, inhibits the transcripts and protein levels of PD-L1 and downregulates the transcript and protein levels of RelB. Calcitriol, a RelB inhibitor, and the knockdown of RelB using si-RelB regulate mammosphere formation through interleukin-6 (IL-6) expression. THF is a natural product and a potent selective BRD4 inhibitor, inhibits mammosphere formation, and reduces the levels of CD44+/CD24- and mammosphere growth by downregulating c-Myc, PD-L1, and RelB. 3',4',7,8-THF shows tumoricidal activity and increased levels of CD3+CD4+ and CD3+CD8+ T-cells in the tumor and tumor-draining lymph nodes (TDLNs) in the murine tumor model using 4T1 and MC38 cells.
CONCLUSIONS: The results show the first evidence of the essential role of the BRD4/nuclear PD-L1/RelB axis in breast CSC formation. The nuclear PD-L1 regulates RelB, and the RelB/p65 complex induces IL6 and breast CSC formation. Targeting nuclear PD-L1 represents a potential and novel tool for immunotherapies of intractable BC. Video Abstract."
26673717,PMC4705668,10.1093/nar/gkv1342,"L1 retrotransposition requires rapid ORF1p oligomerization, a novel coiled coil-dependent property conserved despite extensive remodeling.","Naufer MN, Callahan KE, Cook PR, Perez-Gonzalez CE, Williams MC, Furano AV",2016,Nucleic Acids Res,44,1,281-93,"Detailed mechanistic understanding of L1 retrotransposition is sparse, particularly with respect to ORF1p, a coiled coil-mediated homotrimeric nucleic acid chaperone that can form tightly packed oligomers on nucleic acids. Although the coiled coil motif is highly conserved, it is uniquely susceptible to evolutionary change. Here we studied three ORF1 proteins: a modern human one (111p), its resuscitated primate ancestor (555p) and a mosaic modern protein (151p) wherein 9 of the 30 coiled coil substitutions retain their ancestral state. While 111p and 555p equally supported retrotransposition, 151p was inactive. Nonetheless, they were fully active in bulk assays of nucleic acid interactions including chaperone activity. However, single molecule assays showed that 151p trimers form stably bound oligomers on ssDNA at <1/10th the rate of the active proteins, revealing that oligomerization rate is a novel critical parameter of ORF1p activity in retrotransposition conserved for at least the last 25 Myr of primate evolution."
29234025,PMC5727127,10.1038/s41467-017-02259-9,H3K14ac is linked to methylation of H3K9 by the triple Tudor domain of SETDB1.,"Jurkowska RZ, Qin S, Kungulovski G, Tempel W, Liu Y, Bashtrykov P, Stiefelmaier J, Jurkowski TP, Kudithipudi S, Weirich S, Tamas R, Wu H, Dombrovski L, Loppnau P, Reinhardt R, Min J, Jeltsch A",2017,Nat Commun,8,1,2057,"SETDB1 is an essential H3K9 methyltransferase involved in silencing of retroviruses and gene regulation. We show here that its triple Tudor domain (3TD) specifically binds to doubly modified histone H3 containing K14 acetylation and K9 methylation. Crystal structures of 3TD in complex with H3K14ac/K9me peptides reveal that peptide binding and K14ac recognition occurs at the interface between Tudor domains (TD) TD2 and TD3. Structural and biochemical data demonstrate a pocket switch mechanism in histone code reading, because K9me1 or K9me2 is preferentially recognized by the aromatic cage of TD3, while K9me3 selectively binds to TD2. Mutations in the K14ac/K9me binding sites change the sub-nuclear localization of 3TD. ChIP-seq analyses show that SETDB1 is enriched at H3K9me3 regions and K9me3/K14ac is enriched at SETDB1 binding sites overlapping with LINE elements, suggesting that recruitment of the SETDB1 complex to K14ac/K9me regions has a role in silencing of active genomic regions."
19063746,PMC2637893,10.1186/1471-2199-9-107,Functionally related transcripts have common RNA motifs for specific RNA-binding proteins in trypanosomes.,"Noé G, De Gaudenzi JG, Frasch AC",2008,BMC Mol Biol,9,,107,"BACKGROUND: Trypanosomes mostly control gene expression by post-transcriptional events such as modulation of mRNA stability and translational efficiency. These mechanisms involve RNA-binding proteins (RBPs), which associate with transcripts to form messenger ribonucleoprotein (mRNP) complexes.
RESULTS: In this study, we report the identification of mRNA targets for Trypanosoma cruzi U-rich RBP 1 (TcUBP1) and T. cruzi RBP 3 (TcRBP3), two phylogenetically conserved proteins among Kinetoplastids. Co-immunoprecipitated RBP-associated RNAs were extracted from mRNP complexes and binding of RBPs to several targets was confirmed by independent experimental assays. Analysis of target transcript sequences allowed the identification of different signature RNA motifs for each protein. Cis-elements for RBP binding have a stem-loop structure of 30-35 bases and are more frequently represented in the 3'-untranslated region (UTR) of mRNAs. Insertion of the correctly folded RNA elements to a non-specific mRNA rendered it into a target transcript, whereas substitution of the RNA elements abolished RBP interaction. In addition, RBPs competed for RNA-binding sites in accordance with the distribution of different and overlapping motifs in the 3'-UTRs of common mRNAs.
CONCLUSION: Functionally related transcripts were preferentially associated with a given RBP; TcUBP1 targets were enriched in genes encoding proteins involved in metabolism, whereas ribosomal protein-encoding transcripts were the largest group within TcRBP3 targets. Together, these results suggest coordinated control of different mRNA subsets at the post-transcriptional level by specific RBPs."
30768685,PMC6593667,10.1111/1750-3841.14466,Determination of Peptide Profile Consistency and Safety of Collagen Hydrolysates as Quality Attributes.,"López-Morales CA, Vázquez-Leyva S, Vallejo-Castillo L, Carballo-Uicab G, Muñoz-García L, Herbert-Pucheta JE, Zepeda-Vallejo LG, Velasco-Velázquez M, Pavón L, Pérez-Tapia SM, Medina-Rivero E",2019,J Food Sci,84,3,430-439,"Collagen hydrolysates are dietary supplements used for nutritional and medical purposes. They are complex mixtures of low-molecular-weight peptides obtained from the enzymatic hydrolysis of collagen, which provide intrinsic batch-to-batch heterogeneity. In consequence, the quality of these products, which is related to the reproducibility of their mass distribution pattern, should be addressed. Here, we propose an analytical approach to determine the peptide pattern as a quality attribute of Colagenart®, a product containing collagen hydrolysate. In addition, we evaluated the safety by measuring the viability of two cell lines exposed to the product. The consistency of peptide distribution was determined using Size Exclusion Chromatography (SEC), Mass Spectrometry coupled to a reversed phase UPLC system (MS-RP-UPLC), and Shaped-pulse off-resonance water-presaturation proton nuclear magnetic resonance spectrometry [1 Hwater_presat NMR]. The mass distribution pattern determined by SEC was in a range from 1.35 to 17 kDa, and from 2 to 14 kDa by MS-RP-UPLC. [1 Hwater_presat NMR] showed the detailed spin-systems of the collagen hydrolysates components by global assignment of backbone Hα and NH, as well as side-chain proton resonances. Additionally, short-range intraresidue connectivity pathways of identified spin-regions were obtained by a 2D homonuclear shift correlation Shaped-pulse solvent suppression COSY scheme. Safety analysis of Colagenart® was evaluated in CaCo-2 and HepG2 cells at 2.5 and 25 μg/mL and no negative effects were observed. The results demonstrated batch-to-batch reproducibility, which evinces the utility of this approach to establish the consistency of the quality attributes of collagen hydrolysates. PRACTICAL APPLICATION: We propose state-of-the art analytical methodologies (SEC, MS, and NMR) to evaluate peptide profile and composition of collagen hydrolysates as quality attributes. These methodologies are suitable to be implemented for quality control purposes."
34799561,PMC8605023,10.1038/s41467-021-26498-z,Large scale discovery of coronavirus-host factor protein interaction motifs reveals SARS-CoV-2 specific mechanisms and vulnerabilities.,"Kruse T, Benz C, Garvanska DH, Lindqvist R, Mihalic F, Coscia F, Inturi R, Sayadi A, Simonetti L, Nilsson E, Ali M, Kliche J, Moliner Morro A, Mund A, Andersson E, McInerney G, Mann M, Jemth P, Davey NE, Överby AK, Nilsson J, Ivarsson Y",2021,Nat Commun,12,1,6761,"Viral proteins make extensive use of short peptide interaction motifs to hijack cellular host factors. However, most current large-scale methods do not identify this important class of protein-protein interactions. Uncovering peptide mediated interactions provides both a molecular understanding of viral interactions with their host and the foundation for developing novel antiviral reagents. Here we describe a viral peptide discovery approach covering 23 coronavirus strains that provides high resolution information on direct virus-host interactions. We identify 269 peptide-based interactions for 18 coronaviruses including a specific interaction between the human G3BP1/2 proteins and an ΦxFG peptide motif in the SARS-CoV-2 nucleocapsid (N) protein. This interaction supports viral replication and through its ΦxFG motif N rewires the G3BP1/2 interactome to disrupt stress granules. A peptide-based inhibitor disrupting the G3BP1/2-N interaction dampened SARS-CoV-2 infection showing that our results can be directly translated into novel specific antiviral reagents."
22996371,PMC3807604,10.1002/hep.26068,Inhibition of RelA-Ser536 phosphorylation by a competing peptide reduces mouse liver fibrosis without blocking the innate immune response.,"Moles A, Sanchez AM, Banks PS, Murphy LB, Luli S, Borthwick L, Fisher A, O'Reilly S, van Laar JM, White SA, Perkins ND, Burt AD, Mann DA, Oakley F",2013,Hepatology,57,2,817-28,"UNLABELLED: Phosphorylation of the RelA subunit at serine 536 (RelA-P-Ser536) is important for hepatic myofibroblast survival and is mechanistically implicated in liver fibrosis. Here, we show that a cell-permeable competing peptide (P6) functions as a specific targeted inhibitor of RelA-P-Ser536 in vivo and exerts an antifibrogenic effect in two progressive liver disease models, but does not impair hepatic inflammation or innate immune responses after lipopolysaccharide challenge. Using kinase assays and western blotting, we confirm that P6 is a substrate for the inhibitory kappa B kinases (IKKs), IKKα and IKKβ, and, in human hepatic myofibroblasts, P6 prevents RelA-P-Ser536, but does not affect IKK activation of IκBα. We demonstrate that RelA-P-Ser536 is a feature of human lung and skin fibroblasts, but not lung epithelial cells, in vitro and is present in sclerotic skin and diseased lungs of patients suffering from idiopathic pulmonary fibrosis.
CONCLUSION: RelA-P-Ser536 may be a core fibrogenic regulator of fibroblast phenotype."
23285124,PMC3528654,10.1371/journal.pone.0052640,Identification and characterization of FAM124B as a novel component of a CHD7 and CHD8 containing complex.,"Batsukh T, Schulz Y, Wolf S, Rabe TI, Oellerich T, Urlaub H, Schaefer IM, Pauli S",2012,PLoS One,7,12,e52640,"BACKGROUND: Mutations in the chromodomain helicase DNA binding protein 7 gene (CHD7) lead to CHARGE syndrome, an autosomal dominant multiple malformation disorder. Proteins involved in chromatin remodeling typically act in multiprotein complexes. We previously demonstrated that a part of human CHD7 interacts with a part of human CHD8, another chromodomain helicase DNA binding protein presumably being involved in the pathogenesis of neurodevelopmental (NDD) and autism spectrum disorders (ASD). Because identification of novel CHD7 and CHD8 interacting partners will provide further insights into the pathogenesis of CHARGE syndrome and ASD/NDD, we searched for additional associated polypeptides using the method of stable isotope labeling by amino acids in cell culture (SILAC) in combination with mass spectrometry.
PRINCIPLE FINDINGS: The hitherto uncharacterized FAM124B (Family with sequence similarity 124B) was identified as a potential interaction partner of both CHD7 and CHD8. We confirmed the result by co-immunoprecipitation studies and showed a direct binding to the CHD8 part by direct yeast two hybrid experiments. Furthermore, we characterized FAM124B as a mainly nuclear localized protein with a widespread expression in embryonic and adult mouse tissues.
CONCLUSION: Our results demonstrate that FAM124B is a potential interacting partner of a CHD7 and CHD8 containing complex. From the overlapping expression pattern between Chd7 and Fam124B at murine embryonic day E12.5 and the high expression of Fam124B in the developing mouse brain, we conclude that Fam124B is a novel protein possibly involved in the pathogenesis of CHARGE syndrome and neurodevelopmental disorders."
23446420,PMC3761364,10.1038/nature11889,GLI activation by atypical protein kinase C ι/λ regulates the growth of basal cell carcinomas.,"Atwood SX, Li M, Lee A, Tang JY, Oro AE",2013,Nature,494,7438,484-8,"Growth of basal cell carcinomas (BCCs) requires high levels of hedgehog (HH) signalling through the transcription factor GLI. Although inhibitors of membrane protein smoothened (SMO) effectively suppress HH signalling, early tumour resistance illustrates the need for additional downstream targets for therapy. Here we identify atypical protein kinase C ι/λ (aPKC-ι/λ) as a novel GLI regulator in mammals. aPKC-ι/λ and its polarity signalling partners co-localize at the centrosome and form a complex with missing-in-metastasis (MIM), a scaffolding protein that potentiates HH signalling. Genetic or pharmacological loss of aPKC-ι/λ function blocks HH signalling and proliferation of BCC cells. Prkci is a HH target gene that forms a positive feedback loop with GLI and exists at increased levels in BCCs. Genome-wide transcriptional profiling shows that aPKC-ι/λ and SMO control the expression of similar genes in tumour cells. aPKC-ι/λ functions downstream of SMO to phosphorylate and activate GLI1, resulting in maximal DNA binding and transcriptional activation. Activated aPKC-ι/λ is upregulated in SMO-inhibitor-resistant tumours and targeting aPKC-ι/λ suppresses signalling and growth of resistant BCC cell lines. These results demonstrate that aPKC-ι/λ is critical for HH-dependent processes and implicates aPKC-ι/λ as a new, tumour-selective therapeutic target for the treatment of SMO-inhibitor-resistant cancers."
19455133,PMC2694677,10.1038/msb.2009.27,Targeted tandem affinity purification of PSD-95 recovers core postsynaptic complexes and schizophrenia susceptibility proteins.,"Fernández E, Collins MO, Uren RT, Kopanitsa MV, Komiyama NH, Croning MD, Zografos L, Armstrong JD, Choudhary JS, Grant SG",2009,Mol Syst Biol,5,,269,"The molecular complexity of mammalian proteomes demands new methods for mapping the organization of multiprotein complexes. Here, we combine mouse genetics and proteomics to characterize synapse protein complexes and interaction networks. New tandem affinity purification (TAP) tags were fused to the carboxyl terminus of PSD-95 using gene targeting in mice. Homozygous mice showed no detectable abnormalities in PSD-95 expression, subcellular localization or synaptic electrophysiological function. Analysis of multiprotein complexes purified under native conditions by mass spectrometry defined known and new interactors: 118 proteins comprising crucial functional components of synapses, including glutamate receptors, K+ channels, scaffolding and signaling proteins, were recovered. Network clustering of protein interactions generated five connected clusters, with two clusters containing all the major ionotropic glutamate receptors and one cluster with voltage-dependent K+ channels. Annotation of clusters with human disease associations revealed that multiple disorders map to the network, with a significant correlation of schizophrenia within the glutamate receptor clusters. This targeted TAP tagging strategy is generally applicable to mammalian proteomics and systems biology approaches to disease."
19525971,PMC2712734,10.1038/nsmb.1621,Structural basis for ESCRT-III protein autoinhibition.,"Bajorek M, Schubert HL, McCullough J, Langelier C, Eckert DM, Stubblefield WM, Uter NT, Myszka DG, Hill CP, Sundquist WI",2009,Nat Struct Mol Biol,16,7,754-62,"Endosomal sorting complexes required for transport-III (ESCRT-III) subunits cycle between two states: soluble monomers and higher-order assemblies that bind and remodel membranes during endosomal vesicle formation, midbody abscission and enveloped virus budding. Here we show that the N-terminal core domains of increased sodium tolerance-1 (IST1) and charged multivesicular body protein-3 (CHMP3) form equivalent four-helix bundles, revealing that IST1 is a previously unrecognized ESCRT-III family member. IST1 and its ESCRT-III binding partner, CHMP1B, both form higher-order helical structures in vitro, and IST1-CHMP1 interactions are required for abscission. The IST1 and CHMP3 structures also reveal that equivalent downstream alpha5 helices can fold back against the core domains. Mutations within the CHMP3 core-alpha5 interface stimulate the protein's in vitro assembly and HIV-inhibition activities, indicating that dissociation of the autoinhibitory alpha5 helix from the core activates ESCRT-III proteins for assembly at membranes."
24936346,PMC4034289,10.12938/bmfh.31.27,Complexing of Green Tea Catechins with Food Constituents and Degradation of the Complexes by Lactobacillus plantarum.,"Hayashi T, Ueda S, Tsuruta H, Kuwahara H, Osawa R",2012,Biosci Microbiota Food Health,31,2,27-36,"Complexing of green tea catechins with food constituents and their hydrolysis by tannase-producing Lactobacillus plantarum strains, were investigated. Our observations indicated that 1) epigallocatechin gallate (EGCg) and other catechin galloyl esters bound with food ingredients (i.e., proteins) to form a complex that is likely to be unabsorbable through the intestinal wall, whereas most catechins not esterified with gallic acid (GA) remain in free form, not complexing with food ingredients; 2) tannase activity of L. plantarum is strain dependent, possibly grouped into those with high tannase activity hydrolyzing EGCg to epigallocatechin and GA and those with the low activity; and 3) L. plantarum strains with high tannase activity are capable of hydrolyzing not only intact EGCg but also EGCg and other catechin galloyl esters complexed with dietary proteins to free non-galloyl ester catechins and GA. The evidence suggests that L. plantarum with high tannase activity, if it colonizes the human intestine, would release free non-galloyl-ester catechins and GA that are readily absorbed through the human intestinal epithelia from the complexes, thereby ensuring maximum delivery of the bioactive polyphenols of green tea to the host."
34026223,PMC8128024,10.1093/gastro/goaa085,Sodium butyrate protects against lipopolysaccharide-induced liver injury partially via the GPR43/ β-arrestin-2/NF-κB network.,"Luo QJ, Sun MX, Guo YW, Tan SW, Wu XY, Abassa KK, Lin L, Liu HL, Jiang J, Wei XQ",2021,Gastroenterol Rep (Oxf),9,2,154-165,"BACKGROUND: Butyrate acts as a regulator in multiple inflammatory organ injuries. However, the role of butyrate in acute liver injury has not yet been fully explored. In the present study, we aimed to investigate the association between butyrate and lipopolysaccharide (LPS)-induced acute liver injury and the signaling pathways involved.
METHODS: LPS-induced acute liver injury was induced by intraperitoneal injection of LPS (5 mg/kg) in G-protein-coupled receptor 43 (GPR43)-knockout (KO) and wild-type female C57BL/6 mice. Sodium butyrate (500mg/kg) was administered intraperitoneally 30 min prior to LPS exposure. Liver injury was detected by serum markers, tissue morphology, and terminal deoxynucleotidyl transferase-mediated dUTP nick end labeling (TUNEL). Pro-inflammatory-factor levels were detected by enzyme-linked immunosorbent assay and real-time polymerase chain reaction (RT-PCR). Cell models were first treated with sodium butyrate (4 μmol/mL), followed by LPS (1 μg/mL) half an hour later in GPR43 small interfering RNA (siRNA)-transfected or control RAW264.7 cells. Cell-inflammation status was evaluated through detecting pro-inflammatory-factor expression by RT-PCR and also through checking toll-like receptor 4/nuclear factor-κB (TLR4/NF-κB)-element levels including TLR4, TRAF6, IKKβ, IкBα, phospho-IкBα, p65, and phospho-p65 by Western blot. The interaction between GPR43 and β-arrestin-2 was tested by co-immunoprecipitation.
RESULTS: Sodium butyrate reversed the LPS-induced tissue-morphology changes and high levels of serum alanine aminotransferase, aspartate transaminase, myeloperoxidase, TUNEL, and pro-inflammatory cytokines such as tumor necrosis factor-α and interleukin-6. The ameliorating effect of sodium butyrate was weakened in GPR43-KO mice and GPR43 siRNA RAW264.7 cells, compared with those of GPR43-positive controls. Sodium butyrate downregulated some elements of the TLR4/NF-κB pathway, including phospho-IκBα and phospho-p65, in RAW264.7 cells. Increased interactions between GPR43 and β-arrestin-2, and between β-arrestin-2 and IкBα were observed.
CONCLUSION: Sodium butyrate significantly attenuated LPS-induced liver injury by reducing the inflammatory response partially via the GPR43/β-arrestin-2/NF-κB signaling pathway."
39383231,PMC11463280,10.1126/sciadv.ado2134,LINE1 modulate human T cell function by regulating protein synthesis during the life span.,"Burattin FV, Vadalà R, Panepuccia M, Ranzani V, Crosti M, Colombo FA, Ruberti C, Erba E, Prati D, Nittoli T, Montini G, Ronchi A, Pugni L, Mosca F, Ricciardi S, Abrignani S, Pietrasanta C, Marasca F, Bodega B",2024,Sci Adv,10,41,eado2134,"The molecular mechanisms responsible for the heightened reactivity of quiescent T cells in human early life remain largely elusive. Our previous research identified that quiescent adult naïve CD4+ T cells express LINE1 (long interspersed nuclear elements 1) spliced in previously unknown isoforms, and their down-regulation marks the transition to activation. Here, we unveil that neonatal naïve T cell quiescence is characterized by enhanced energy production and protein synthesis. This phenotype is associated with the absence of LINE1 expression attributed to tonic T cell receptor/mTOR complex 1 (mTORC1) signaling and (polypyrimidine tract-binding protein 1 (PTBP1)-mediated LINE1 splicing suppression. The absence of LINE1 expression primes these cells for rapid execution of the activation program by directly regulating protein synthesis. LINE1 expression progressively increases in childhood and adults, peaking in elderly individuals, and, by decreasing protein synthesis, contributes to immune senescence in aging. Our study proposes LINE1 as a critical player of human T cell function across the human life span."
30111839,PMC6129982,10.1038/s41586-018-0420-8,Cryo-EM structure of the insect olfactory receptor Orco.,"Butterwick JA, Del Mármol J, Kim KH, Kahlson MA, Rogow JA, Walz T, Ruta V",2018,Nature,560,7719,447-452,"The olfactory system must recognize and discriminate amongst an enormous variety of chemicals in the environment. To contend with such diversity, insects have evolved a family of odorant-gated ion channels comprised of a highly conserved co-receptor (Orco) and a divergent odorant receptor (OR) that confers chemical specificity. Here, we present the single-particle cryo-electron microscopy structure of an Orco homomer from the parasitic fig wasp Apocrypta bakeri at 3.5 Å resolution, providing structural insight into this receptor family. Orco possesses a novel channel architecture, with four subunits symmetrically arranged around a central pore that diverges into four lateral conduits that open to the cytosol. The Orco tetramer has few inter-subunit interactions within the membrane and is bound together by a small cytoplasmic anchor domain. The minimal sequence conservation among ORs maps largely to the pore and anchor domain, shedding light on how the architecture of this receptor family accommodates its remarkable sequence diversity and facilitates the evolution of odour tuning."
30139800,PMC6239188,10.1261/rna.067660.118,Structure of the 30S ribosomal decoding complex at ambient temperature.,"Dao EH, Poitevin F, Sierra RG, Gati C, Rao Y, Ciftci HI, Akşit F, McGurk A, Obrinski T, Mgbam P, Hayes B, De Lichtenberg C, Pardo-Avila F, Corsepius N, Zhang L, Seaberg MH, Hunter MS, Liang M, Koglin JE, Wakatsuki S, Demirci H",2018,RNA,24,12,1667-1676,"The ribosome translates nucleotide sequences of messenger RNA to proteins through selection of cognate transfer RNA according to the genetic code. To date, structural studies of ribosomal decoding complexes yielding high-resolution data have predominantly relied on experiments performed at cryogenic temperatures. New light sources like the X-ray free electron laser (XFEL) have enabled data collection from macromolecular crystals at ambient temperature. Here, we report an X-ray crystal structure of the Thermus thermophilus 30S ribosomal subunit decoding complex to 3.45 Å resolution using data obtained at ambient temperature at the Linac Coherent Light Source (LCLS). We find that this ambient-temperature structure is largely consistent with existing cryogenic-temperature crystal structures, with key residues of the decoding complex exhibiting similar conformations, including adenosine residues 1492 and 1493. Minor variations were observed, namely an alternate conformation of cytosine 1397 near the mRNA channel and the A-site. Our serial crystallography experiment illustrates the amenability of ribosomal microcrystals to routine structural studies at ambient temperature, thus overcoming a long-standing experimental limitation to structural studies of RNA and RNA-protein complexes at near-physiological temperatures."
30291362,PMC6261271,10.1038/s41594-018-0137-2,Structural basis for σ<sub>1</sub> receptor ligand recognition.,"Schmidt HR, Betz RM, Dror RO, Kruse AC",2018,Nat Struct Mol Biol,25,10,981-987,"The σ<sub>1</sub> receptor is a poorly understood membrane protein expressed throughout the human body. Ligands targeting the σ<sub>1</sub> receptor are in clinical trials for treatment of Alzheimer's disease, ischemic stroke, and neuropathic pain. However, relatively little is known regarding the σ<sub>1</sub> receptor's molecular function. Here, we present crystal structures of human σ<sub>1</sub> receptor bound to the antagonists haloperidol and NE-100, and the agonist (+)-pentazocine, at crystallographic resolutions of 3.1 Å, 2.9 Å, and 3.1 Å, respectively. These structures reveal a unique binding pose for the agonist. The structures and accompanying molecular dynamics (MD) simulations identify agonist-induced structural rearrangements in the receptor. Additionally, we show that ligand binding to σ<sub>1</sub> is a multistep process that is rate limited by receptor conformational change. We used MD simulations to reconstruct a ligand binding pathway involving two major conformational changes. These data provide a framework for understanding the molecular basis for σ<sub>1</sub> agonism."
39223139,PMC11369119,10.1038/s41467-024-51961-y,Human cytomegalovirus harnesses host L1 retrotransposon for efficient replication.,"Hwang SY, Kim H, Denisko D, Zhao B, Lee D, Jeong J, Kim J, Park K, Park J, Jeong D, Park S, Choi HJ, Kim S, Lee EA, Ahn K",2024,Nat Commun,15,1,7640,"Genetic parasites, including viruses and transposons, exploit components from the host for their own replication. However, little is known about virus-transposon interactions within host cells. Here, we discover a strategy where human cytomegalovirus (HCMV) hijacks L1 retrotransposon encoded protein during its replication cycle. HCMV infection upregulates L1 expression by enhancing both the expression of L1-activating transcription factors, YY1 and RUNX3, and the chromatin accessibility of L1 promoter regions. Increased L1 expression, in turn, promotes HCMV replicative fitness. Affinity proteomics reveals UL44, HCMV DNA polymerase subunit, as the most abundant viral binding protein of the L1 ribonucleoprotein (RNP) complex. UL44 directly interacts with L1 ORF2p, inducing DNA damage responses in replicating HCMV compartments. While increased L1-induced mutagenesis is not observed in HCMV for genetic adaptation, the interplay between UL44 and ORF2p accelerates viral DNA replication by alleviating replication stress. Our findings shed light on how HCMV exploits host retrotransposons for enhanced viral fitness."
36417507,PMC9683724,10.1126/sciadv.abq3806,TDP-43 safeguards the embryo genome from L1 retrotransposition.,"Li TD, Murano K, Kitano T, Guo Y, Negishi L, Siomi H",2022,Sci Adv,8,47,eabq3806,"Transposable elements (TEs) are genomic parasites that propagate within the host genome and introduce mutations. Long interspersed nuclear element-1 (LINE-1 or L1) is the major TE class, which occupies nearly 20% of the mouse genome. L1 is highly active in mammalian preimplantation embryos, posing a major threat to genome integrity, but the mechanism of stage-specific protection against L1 retrotransposition is unknown. Here, we show that TAR DNA-binding protein 43 (TDP-43), mutations in which constitute a major risk factor for amyotrophic lateral sclerosis, inhibits L1 retrotransposition in mouse embryonic stem cells (mESCs) and preimplantation embryos. Knockdown of TDP-43 resulted in massive genomic L1 expansion and impaired cell growth in preimplantation embryos and ESCs. Functional analysis demonstrated that TDP-43 interacts with L1 open reading frame 1 protein (L1 ORF1p) to mediate genomic protection, and loss of this interaction led to derepression of L1 retrotransposition. Our results identify TDP-43 as a guardian of the embryonic genome."
